codigo_produto,Referência,descricao_produto,multiplo,ean13,ean14
19508,3772,BONECO VINIL CHOCOLIX - DOCECOOKIE,4,7899455917727,7899455917728
19509,3773,BONECO VINIL CHOCOLIX - MELODIA,4,7899455917734,7899455917735
19514,3769,BOLA VINIL PIXAR 8,6,7899455917697,7899455917698
19515,3775,CASINHA STITCH,3,7899455917758,7899455917759
19516,3723,BONECO VINIL ANSIEDADE - DIVERTIDAMENTE2,4,7899455917239,7899455917240
19561,PROM3776,CHAVES AÇAI DA BARRA,1,7899455917765,7899455917766
19562,PROM3778,JOVENS TITANS HABIBS,1,7899455917789,7899455917790
19563,PROM3779,BONECO CHAVES ACAPULCO GIRRAFAS,1,7899455917796,7899455917797
19564,PROM3780,DE VOLTA PARA O FUTRO GIRAFAS,1,7899455917802,7899455917803
19565,PROM3777,LIGA DA JUSTIÇA AÇAIA DA BARRA,1,7899455917772,7899455917773
19568,PROM3781,BONECO DIVINO FOGAO - LOLA,1,7899455917819,7899455917820
19569,PROM3782,BONECO DIVINO FOGAO - PIPOCA,1,7899455917826,7899455917827
19570,PROM3783,BONECO DIVINO FOGAO - RELAMPAGO,1,7899455917833,7899455917834
19571,PROM3784,BONECO DIVINO FOGAO,1,7899455917840,7899455917841
19592,PROM3785,BONECO CHAVES ACAPULCO GIRRAFAS S/ EMB,1,7899455917857,7899455917858
19593,PROM3786,DE VOLTA PARA O FUTRO GIRAFAS S/ EMB,1,7899455917864,7899455917865
19598,PROM3787,LUMINARIA URSINHOS CARINHOSOS GIRAFFAS,1,7899455917871,7899455917872
19600,PROM3788,AGARRADINHO CREMER PIPO 1 Q PERSON,1,7899455917888,7899455917889
19605,3789,DISPLAY DE CHAO COM CESTO,1,7899455917895,7899455917896
19676,PROM3790,OFT BONECO IRIS CBO 24 ANDRUM 24,1,7899455917901,7899455917902
19783,PROM3791,MICROFONE SILVIO SANTOS,1,7899455917918,7899455917919
19794,PROM3792,MAEZINHA DE NAZARE,1,7899455917925,7899455917926
19812,PROM3793,BONECO POPULOS,1,7899455917932,7899455917933
19813,PROM3794,BONECO TECO,1,7899455917949,7899455917950
19814,PROM3795,ASTRONAULTA NEO,1,7899455917956,7899455917957
19824,3796,COFRINHO STITCH,4,7899455917963,7899455917964
19829,3797,AGARRADINHO STITCH,12,7899455917970,7899455917971
19878,PROM3798,BONECOS DE VINIL COL CHAVES ACAPULCO,1,7899455917987,7899455917988
19879,PROM3799,BONECOS DE VINIL COL CHAVES ACAP SEM EMB,1,7899455917994,7899455917995
19920,3525,FANDOMBOX BOLA PIXAR - BUZZ,4,7899455915259,7899455915260
19997,3800,CARROS SERIE ESPECIAL - MCQUEEN,6,7899455918007,7899455918008
19998,3801,CARROS SERIE ESPECIAL - TOM MATTER,6,7899455918014,7899455918015
20011,PROM3805,HELLO KIT EAT ASIA,1,7899455918052,7899455918053
20012,PROM3806,MY MELODY EAT ASIA,1,7899455918069,7899455918070
20013,PROM3807,CHOCOCAT EAT ASIA,1,789945598076,789945598077
20014,PROM3808,KEROPPI EAT ASIA,1,7899455918083,7899455918084
20015,PROM3809,BADTZ MARU EAT ASIA,1,7899455918090,7899455918091
20016,PROM3802,BONECO JORLAN VIERA SUPLEY,1,7899455918021,7899455918022
20017,PROM3803,BONECO RAMON DINO SUPLEY,1,7899455918038,7899455918039
20018,PROM3804,BONECO RAFA BRANDAO SUPLEY,1,7899455918045,7899455918046
20019,PROM3810,DEDOCHE TURMA DO SITIO PICA PAU AMARLELO,6,7899455918106,7899455918107
20021,PROM3811,KUROMI EAT ASIA,1,7899455918113,7899455918114
